,ind,species,sex,chrom,gene,pos,count
44,Buschi,orang,M,X,17_0,1324.0,4.0
45,Buschi,orang,M,X,17_1,68744.5,12.0
46,Buschi,orang,M,X,18_0,1537.5,5.0
47,Buschi,orang,M,X,18_1,2100.0,8.0
48,Buschi,orang,M,X,21_0,835.5,206.0
49,Buschi,orang,M,X,23_0,18433.5,7.0
50,Buschi,orang,M,X,24_0,1368.0,7.0
51,Buschi,orang,M,X,25_0,7671.5,6.0
52,Buschi,orang,M,X,26_0,3928.5,6.0
53,Buschi,orang,M,X,27_0,7991.5,10.0
54,Buschi,orang,M,X,29_0,4013.0,11.0
55,Buschi,orang,M,X,29_1,2550.0,18.0
56,Buschi,orang,M,X,29_2,1508.5,7.0
57,Buschi,orang,M,X,30_0,1760.5,9.0
58,Buschi,orang,M,X,30_1,3142.5,13.0
59,Buschi,orang,M,X,31_0,4259.5,10.0
60,Buschi,orang,M,X,31_1,21561.5,10.0
61,Buschi,orang,M,X,32_0,7957.0,10.0
62,Buschi,orang,M,X,32_1,6530.5,9.0
63,Buschi,orang,M,X,33_0,22894.5,14.0
64,Buschi,orang,M,X,34_0,7409.0,6.0
65,Buschi,orang,M,X,4_0,3737.5,6.0
66,Buschi,orang,M,X,5_0,301.0,1.0
67,Buschi,orang,M,X,6_0,3733.0,15.0
68,Buschi,orang,M,X,8_0,12768.0,11.0
69,Buschi,orang,M,X,9_0,3779.0,11.0
70,Carl,chimp,M,X,DMD,1017124.0,13.0
71,Carl,chimp,M,X,10_0,5531.5,19.0
72,Carl,chimp,M,X,10_1,5626.5,29.0
73,Carl,chimp,M,X,11_0,13409.0,35.0
74,Carl,chimp,M,X,12_0,29014.5,29.0
75,Carl,chimp,M,X,13_0,28393.0,30.0
76,Carl,chimp,M,X,14_0,56906.5,31.0
77,Carl,chimp,M,X,14_1,5032.5,25.0
78,Carl,chimp,M,X,16_0,2336.0,26.0
79,Carl,chimp,M,X,17_0,1020.0,12.0
80,Carl,chimp,M,X,17_1,70097.0,33.0
81,Carl,chimp,M,X,18_0,1234.0,15.0
82,Carl,chimp,M,X,18_1,1730.0,16.0
83,Carl,chimp,M,X,21_0,585.5,507.0
84,Carl,chimp,M,X,23_0,24359.5,31.0
85,Carl,chimp,M,X,24_0,1594.5,15.0
86,Carl,chimp,M,X,25_0,7655.0,17.0
87,Carl,chimp,M,X,26_0,4194.5,48.0
88,Carl,chimp,M,X,27_0,8620.5,29.0
89,Carl,chimp,M,X,29_0,3607.0,18.0
90,Carl,chimp,M,X,29_1,2793.0,43.0
91,Carl,chimp,M,X,29_2,1376.5,14.0
92,Carl,chimp,M,X,30_0,1717.0,15.0
93,Carl,chimp,M,X,30_1,3085.5,44.0
94,Carl,chimp,M,X,31_0,4253.5,28.0
95,Carl,chimp,M,X,31_1,22240.0,28.0
96,Carl,chimp,M,X,32_0,7524.5,26.0
97,Carl,chimp,M,X,32_1,5828.0,30.0
98,Carl,chimp,M,X,33_0,23633.5,31.0
99,Carl,chimp,M,X,34_0,7616.0,30.0
100,Carl,chimp,M,X,4_0,4808.0,7.0
101,Carl,chimp,M,X,5_0,420.5,4.0
102,Carl,chimp,M,X,6_0,3686.5,78.0
103,Carl,chimp,M,X,8_0,12275.5,32.0
104,Carl,chimp,M,X,9_0,3717.0,23.0
105,Carolina,chimp,F,X,DMD,1019264.0,18.0
106,Carolina,chimp,F,X,10_0,5443.0,28.0
107,Carolina,chimp,F,X,10_1,5613.5,38.0
108,Carolina,chimp,F,X,11_0,13423.0,41.0
109,Carolina,chimp,F,X,12_0,29021.5,42.0
110,Carolina,chimp,F,X,13_0,28271.0,36.0
111,Carolina,chimp,F,X,14_0,56821.0,38.0
112,Carolina,chimp,F,X,14_1,4996.5,32.0
113,Carolina,chimp,F,X,16_0,2351.5,31.0
114,Carolina,chimp,F,X,17_0,1005.0,11.0
115,Carolina,chimp,F,X,17_1,70129.0,41.0
116,Carolina,chimp,F,X,18_0,1220.0,21.0
117,Carolina,chimp,F,X,18_1,1724.5,19.0
118,Carolina,chimp,F,X,21_0,586.5,499.0
119,Carolina,chimp,F,X,23_0,24279.5,45.0
120,Carolina,chimp,F,X,24_0,1600.5,18.0
121,Carolina,chimp,F,X,25_0,7620.5,23.0
122,Carolina,chimp,F,X,26_0,4216.5,61.0
123,Carolina,chimp,F,X,27_0,8598.0,35.0
124,Carolina,chimp,F,X,29_0,3642.0,17.0
125,Carolina,chimp,F,X,29_1,2763.5,38.0
126,Carolina,chimp,F,X,29_2,1460.5,14.0
127,Carolina,chimp,F,X,30_0,1723.5,16.0
128,Carolina,chimp,F,X,30_1,3058.0,45.0
129,Carolina,chimp,F,X,31_0,4295.0,28.0
130,Carolina,chimp,F,X,31_1,22261.5,29.0
131,Carolina,chimp,F,X,32_0,7529.0,31.0
132,Carolina,chimp,F,X,32_1,5816.5,31.0
133,Carolina,chimp,F,X,33_0,23590.5,40.0
134,Carolina,chimp,F,X,34_0,7697.5,35.0
135,Carolina,chimp,F,X,4_0,4615.0,8.0
136,Carolina,chimp,F,X,5_0,461.0,6.0
137,Carolina,chimp,F,X,6_0,3686.0,108.0
138,Carolina,chimp,F,X,8_0,12274.5,38.0
139,Carolina,chimp,F,X,9_0,3707.5,28.0
140,Frits,chimp,M,X,DMD,1013907.5,9.0
141,Frits,chimp,M,X,10_0,5591.0,12.0
142,Frits,chimp,M,X,10_1,5633.0,16.0
143,Frits,chimp,M,X,11_0,13409.5,18.0
144,Frits,chimp,M,X,12_0,28952.0,19.0
145,Frits,chimp,M,X,13_0,28403.5,15.0
146,Frits,chimp,M,X,14_0,57057.0,17.0
147,Frits,chimp,M,X,14_1,4969.0,14.0
148,Frits,chimp,M,X,16_0,2424.0,14.0
149,Frits,chimp,M,X,17_0,1021.0,7.0
150,Frits,chimp,M,X,17_1,69943.0,19.0
151,Frits,chimp,M,X,18_0,1214.0,8.0
152,Frits,chimp,M,X,18_1,1732.0,8.0
153,Frits,chimp,M,X,21_0,586.0,183.0
154,Frits,chimp,M,X,23_0,24184.5,24.0
155,Frits,chimp,M,X,24_0,1606.0,8.0
156,Frits,chimp,M,X,25_0,7552.5,12.0
157,Frits,chimp,M,X,26_0,4206.5,25.0
158,Frits,chimp,M,X,27_0,8747.0,21.0
159,Frits,chimp,M,X,29_0,3604.5,9.0
160,Frits,chimp,M,X,29_1,2761.5,23.0
161,Frits,chimp,M,X,29_2,1397.0,6.0
162,Frits,chimp,M,X,30_0,1655.5,7.0
163,Frits,chimp,M,X,30_1,3022.0,24.0
164,Frits,chimp,M,X,31_0,4388.5,11.0
165,Frits,chimp,M,X,31_1,22217.0,13.0
166,Frits,chimp,M,X,32_0,7502.5,12.0
167,Frits,chimp,M,X,32_1,5797.0,12.0
168,Frits,chimp,M,X,33_0,23610.0,18.0
169,Frits,chimp,M,X,34_0,7519.5,15.0
170,Frits,chimp,M,X,4_0,4785.0,4.0
171,Frits,chimp,M,X,5_0,457.5,2.0
172,Frits,chimp,M,X,6_0,3735.5,56.0
173,Frits,chimp,M,X,8_0,12178.0,18.0
174,Frits,chimp,M,X,9_0,3711.0,11.0
175,Masala,orang,M,X,DMD,885812.0,9.0
176,Masala,orang,M,X,10_0,6317.0,7.0
177,Masala,orang,M,X,10_1,6085.5,21.0
178,Masala,orang,M,X,11_0,13037.0,24.0
179,Masala,orang,M,X,12_0,11374.0,8.0
180,Masala,orang,M,X,13_0,17634.5,12.0
181,Masala,orang,M,X,14_0,56619.0,20.0
182,Masala,orang,M,X,14_1,5177.0,19.0
183,Masala,orang,M,X,16_0,2347.5,18.0
184,Masala,orang,M,X,17_0,1347.0,12.0
185,Masala,orang,M,X,17_1,67875.5,18.0
186,Masala,orang,M,X,18_0,1447.5,10.0
187,Masala,orang,M,X,18_1,1914.5,9.0
188,Masala,orang,M,X,21_0,835.5,326.5
189,Masala,orang,M,X,23_0,26518.0,10.0
190,Masala,orang,M,X,24_0,1397.5,12.0
191,Masala,orang,M,X,25_0,7637.5,8.0
192,Masala,orang,M,X,26_0,3737.0,9.0
193,Masala,orang,M,X,27_0,8146.0,17.0
194,Masala,orang,M,X,29_0,3832.0,12.0
195,Masala,orang,M,X,29_1,2607.5,27.0
196,Masala,orang,M,X,29_2,1483.0,13.0
197,Masala,orang,M,X,30_0,1643.5,12.0
198,Masala,orang,M,X,30_1,3220.5,16.0
199,Masala,orang,M,X,31_0,4241.5,15.0
200,Masala,orang,M,X,31_1,21557.0,14.0
201,Masala,orang,M,X,32_0,7892.5,14.0
202,Masala,orang,M,X,32_1,6337.5,15.0
203,Masala,orang,M,X,33_0,22561.0,23.0
204,Masala,orang,M,X,34_0,7744.5,8.0
205,Masala,orang,M,X,4_0,3719.0,11.0
206,Masala,orang,M,X,5_0,249.5,1.0
207,Masala,orang,M,X,6_0,3763.0,14.0
208,Masala,orang,M,X,8_0,12695.0,16.0
209,Masala,orang,M,X,9_0,3818.0,19.0
210,Mawenzi,gorilla,F,X,DMD,998497.0,25.0
211,Mawenzi,gorilla,F,X,10_0,5428.5,40.0
212,Mawenzi,gorilla,F,X,10_1,5608.5,66.0
213,Mawenzi,gorilla,F,X,11_0,13335.0,67.0
214,Mawenzi,gorilla,F,X,12_0,29534.5,60.0
215,Mawenzi,gorilla,F,X,13_0,48144.5,17.0
216,Mawenzi,gorilla,F,X,14_0,57507.5,60.0
217,Mawenzi,gorilla,F,X,14_1,4998.5,56.0
218,Mawenzi,gorilla,F,X,16_0,2331.5,62.0
219,Mawenzi,gorilla,F,X,17_0,1013.5,26.0
220,Mawenzi,gorilla,F,X,17_1,63138.5,61.0
221,Mawenzi,gorilla,F,X,18_0,1271.0,36.0
222,Mawenzi,gorilla,F,X,18_1,1759.0,22.0
223,Mawenzi,gorilla,F,X,21_0,520.0,436.0
224,Mawenzi,gorilla,F,X,23_0,24263.0,58.0
225,Mawenzi,gorilla,F,X,24_0,1711.0,149.0
226,Mawenzi,gorilla,F,X,25_0,7691.0,33.0
227,Mawenzi,gorilla,F,X,26_0,4265.0,80.0
228,Mawenzi,gorilla,F,X,27_0,8493.0,126.0
229,Mawenzi,gorilla,F,X,29_0,4125.0,46.0
230,Mawenzi,gorilla,F,X,29_1,2819.5,41.0
231,Mawenzi,gorilla,F,X,29_2,1386.5,46.0
232,Mawenzi,gorilla,F,X,30_0,1815.5,38.0
233,Mawenzi,gorilla,F,X,30_1,3199.0,55.0
234,Mawenzi,gorilla,F,X,31_0,4334.0,47.0
235,Mawenzi,gorilla,F,X,31_1,21937.0,52.0
236,Mawenzi,gorilla,F,X,32_0,7478.0,55.0
237,Mawenzi,gorilla,F,X,32_1,5982.5,46.0
238,Mawenzi,gorilla,F,X,33_0,23683.0,65.0
239,Mawenzi,gorilla,F,X,34_0,7690.5,61.0
240,Mawenzi,gorilla,F,X,4_0,5086.0,14.0
241,Mawenzi,gorilla,F,X,5_0,403.0,12.0
242,Mawenzi,gorilla,F,X,6_0,3687.0,227.0
243,Mawenzi,gorilla,F,X,8_0,12342.0,67.0
244,Mawenzi,gorilla,F,X,9_0,3747.0,57.0
245,Mimi,gorilla,F,X,DMD,1006414.0,28.0
246,Mimi,gorilla,F,X,10_0,5559.0,37.0
247,Mimi,gorilla,F,X,10_1,5695.0,58.0
248,Mimi,gorilla,F,X,11_0,13315.0,66.0
249,Mimi,gorilla,F,X,12_0,29468.5,63.0
250,Mimi,gorilla,F,X,13_0,47462.0,15.0
251,Mimi,gorilla,F,X,14_0,57356.5,58.0
252,Mimi,gorilla,F,X,14_1,5027.0,45.0
253,Mimi,gorilla,F,X,16_0,2335.0,47.0
254,Mimi,gorilla,F,X,17_0,1025.0,21.0
255,Mimi,gorilla,F,X,17_1,63709.5,61.0
256,Mimi,gorilla,F,X,18_0,1276.0,34.0
257,Mimi,gorilla,F,X,18_1,1761.0,19.0
258,Mimi,gorilla,F,X,21_0,563.0,219.0
259,Mimi,gorilla,F,X,23_0,24215.0,56.0
260,Mimi,gorilla,F,X,24_0,1706.0,104.0
261,Mimi,gorilla,F,X,25_0,7637.5,34.0
262,Mimi,gorilla,F,X,26_0,4282.5,79.0
263,Mimi,gorilla,F,X,27_0,8546.5,127.0
264,Mimi,gorilla,F,X,29_0,4127.5,38.0
265,Mimi,gorilla,F,X,29_1,2774.5,31.0
266,Mimi,gorilla,F,X,29_2,1338.5,32.0
267,Mimi,gorilla,F,X,30_0,1851.0,28.0
268,Mimi,gorilla,F,X,30_1,3191.5,56.0
269,Mimi,gorilla,F,X,31_0,4280.5,29.0
270,Mimi,gorilla,F,X,31_1,21866.5,48.0
271,Mimi,gorilla,F,X,32_0,7446.5,43.0
272,Mimi,gorilla,F,X,32_1,5987.5,27.0
273,Mimi,gorilla,F,X,33_0,23681.5,67.0
274,Mimi,gorilla,F,X,34_0,7611.0,52.0
275,Mimi,gorilla,F,X,4_0,5065.5,14.0
276,Mimi,gorilla,F,X,5_0,395.0,7.0
277,Mimi,gorilla,F,X,6_0,3696.0,251.0
278,Mimi,gorilla,F,X,8_0,12453.5,61.0
279,Mimi,gorilla,F,X,9_0,3741.0,36.0
280,Moni,orang,F,X,DMD,894217.0,17.0
281,Moni,orang,F,X,10_0,6333.0,14.0
282,Moni,orang,F,X,10_1,6074.5,38.0
283,Moni,orang,F,X,11_0,13007.0,46.0
284,Moni,orang,F,X,12_0,11166.0,11.0
285,Moni,orang,F,X,13_0,18085.0,23.0
286,Moni,orang,F,X,14_0,56350.0,38.0
287,Moni,orang,F,X,14_1,5164.0,40.0
288,Moni,orang,F,X,16_0,2345.0,38.0
289,Moni,orang,F,X,17_0,1082.0,17.0
290,Moni,orang,F,X,17_1,67804.0,35.0
291,Moni,orang,F,X,18_0,1425.5,17.0
292,Moni,orang,F,X,18_1,1845.5,14.0
293,Moni,orang,F,X,21_0,834.0,579.0
294,Moni,orang,F,X,23_0,26470.5,18.0
295,Moni,orang,F,X,24_0,1379.0,17.0
296,Moni,orang,F,X,25_0,7688.0,15.0
297,Moni,orang,F,X,26_0,3921.0,19.0
298,Moni,orang,F,X,27_0,8092.0,33.0
299,Moni,orang,F,X,29_0,3946.0,26.0
300,Moni,orang,F,X,29_1,2611.0,53.0
301,Moni,orang,F,X,29_2,1488.0,23.0
302,Moni,orang,F,X,30_0,1618.0,17.0
303,Moni,orang,F,X,30_1,3239.0,32.0
304,Moni,orang,F,X,31_0,4247.0,31.0
305,Moni,orang,F,X,31_1,21494.0,26.0
306,Moni,orang,F,X,32_0,7811.0,24.0
307,Moni,orang,F,X,32_1,6319.0,23.0
308,Moni,orang,F,X,33_0,22962.0,46.0
309,Moni,orang,F,X,34_0,7622.5,15.0
310,Moni,orang,F,X,4_0,4174.5,15.0
311,Moni,orang,F,X,5_0,266.0,5.0
312,Moni,orang,F,X,6_0,3874.0,31.0
313,Moni,orang,F,X,8_0,12646.0,31.0
314,Moni,orang,F,X,9_0,3795.5,39.0
315,Mutasi,gorilla,F,X,DMD,1003087.0,26.0
316,Mutasi,gorilla,F,X,10_0,5524.0,45.0
317,Mutasi,gorilla,F,X,10_1,5621.5,70.0
318,Mutasi,gorilla,F,X,11_0,13336.5,69.0
319,Mutasi,gorilla,F,X,12_0,29459.5,64.0
320,Mutasi,gorilla,F,X,13_0,48011.0,20.0
321,Mutasi,gorilla,F,X,14_0,57479.0,65.0
322,Mutasi,gorilla,F,X,14_1,4974.0,60.0
323,Mutasi,gorilla,F,X,16_0,2335.5,66.0
324,Mutasi,gorilla,F,X,17_0,1015.5,28.0
325,Mutasi,gorilla,F,X,17_1,63095.5,65.0
326,Mutasi,gorilla,F,X,18_0,1260.5,35.0
327,Mutasi,gorilla,F,X,18_1,1751.5,20.0
328,Mutasi,gorilla,F,X,21_0,495.5,436.0
329,Mutasi,gorilla,F,X,23_0,24177.5,61.0
330,Mutasi,gorilla,F,X,24_0,1710.5,212.0
331,Mutasi,gorilla,F,X,25_0,7688.5,34.0
332,Mutasi,gorilla,F,X,26_0,4274.5,87.0
333,Mutasi,gorilla,F,X,27_0,8524.0,126.0
334,Mutasi,gorilla,F,X,29_0,4128.0,51.0
335,Mutasi,gorilla,F,X,29_1,2779.0,46.0
336,Mutasi,gorilla,F,X,29_2,1379.5,56.0
337,Mutasi,gorilla,F,X,30_0,1830.5,42.0
338,Mutasi,gorilla,F,X,30_1,3198.0,58.0
339,Mutasi,gorilla,F,X,31_0,4332.0,55.0
340,Mutasi,gorilla,F,X,31_1,21919.0,57.0
341,Mutasi,gorilla,F,X,32_0,7451.0,62.0
342,Mutasi,gorilla,F,X,32_1,5959.5,52.0
343,Mutasi,gorilla,F,X,33_0,23725.0,69.0
344,Mutasi,gorilla,F,X,34_0,7691.5,69.0
345,Mutasi,gorilla,F,X,4_0,5314.5,13.0
346,Mutasi,gorilla,F,X,5_0,417.5,16.0
347,Mutasi,gorilla,F,X,6_0,3672.5,194.0
348,Mutasi,gorilla,F,X,8_0,12448.0,67.0
349,Mutasi,gorilla,F,X,9_0,3741.0,63.0
350,Simliki,chimp,F,X,DMD,1019282.0,18.0
351,Simliki,chimp,F,X,10_0,5494.5,50.0
352,Simliki,chimp,F,X,10_1,5620.5,69.0
353,Simliki,chimp,F,X,11_0,13416.5,78.0
354,Simliki,chimp,F,X,12_0,29001.5,77.0
355,Simliki,chimp,F,X,13_0,28406.0,67.0
356,Simliki,chimp,F,X,14_0,56914.0,75.0
357,Simliki,chimp,F,X,14_1,5022.5,60.0
358,Simliki,chimp,F,X,16_0,2341.0,67.0
359,Simliki,chimp,F,X,17_0,1015.0,24.0
360,Simliki,chimp,F,X,17_1,70121.0,81.0
361,Simliki,chimp,F,X,18_0,1218.0,36.0
362,Simliki,chimp,F,X,18_1,1731.5,39.0
363,Simliki,chimp,F,X,21_0,585.5,923.0
364,Simliki,chimp,F,X,23_0,24365.0,89.0
365,Simliki,chimp,F,X,24_0,1616.0,34.0
366,Simliki,chimp,F,X,25_0,7655.0,42.0
367,Simliki,chimp,F,X,26_0,4209.5,110.0
368,Simliki,chimp,F,X,27_0,8584.0,77.0
369,Simliki,chimp,F,X,29_0,3605.5,37.0
370,Simliki,chimp,F,X,29_1,2802.0,73.0
371,Simliki,chimp,F,X,29_2,1368.5,29.0
372,Simliki,chimp,F,X,30_0,1737.0,33.0
373,Simliki,chimp,F,X,30_1,3101.0,81.0
374,Simliki,chimp,F,X,31_0,4257.5,55.0
375,Simliki,chimp,F,X,31_1,22193.0,60.0
376,Simliki,chimp,F,X,32_0,7477.0,57.0
377,Simliki,chimp,F,X,32_1,5697.5,56.0
378,Simliki,chimp,F,X,33_0,23578.0,78.0
379,Simliki,chimp,F,X,34_0,7680.5,65.0
380,Simliki,chimp,F,X,4_0,4738.0,15.0
381,Simliki,chimp,F,X,5_0,430.0,9.0
382,Simliki,chimp,F,X,6_0,3686.0,178.0
383,Simliki,chimp,F,X,8_0,12320.5,74.0
384,Simliki,chimp,F,X,9_0,3725.5,55.0
385,Suma,orang,F,X,DMD,904864.5,25.0
386,Suma,orang,F,X,10_0,6396.5,24.0
387,Suma,orang,F,X,10_1,6114.5,64.0
388,Suma,orang,F,X,11_0,13065.0,76.0
389,Suma,orang,F,X,12_0,11387.5,16.0
390,Suma,orang,F,X,13_0,18345.0,38.0
391,Suma,orang,F,X,14_0,56331.5,61.0
392,Suma,orang,F,X,14_1,5141.5,63.0
393,Suma,orang,F,X,16_0,2343.0,63.0
394,Suma,orang,F,X,17_0,1135.0,26.0
395,Suma,orang,F,X,17_1,67676.0,55.0
396,Suma,orang,F,X,18_0,1435.0,27.0
397,Suma,orang,F,X,18_1,1841.5,26.0
398,Suma,orang,F,X,21_0,783.0,555.0
399,Suma,orang,F,X,23_0,26499.5,29.0
400,Suma,orang,F,X,24_0,1387.5,22.0
401,Suma,orang,F,X,25_0,7509.5,23.0
402,Suma,orang,F,X,26_0,3908.5,27.0
403,Suma,orang,F,X,27_0,7999.5,51.0
404,Suma,orang,F,X,29_0,3936.0,39.0
405,Suma,orang,F,X,29_1,2615.0,86.0
406,Suma,orang,F,X,29_2,1497.0,38.0
407,Suma,orang,F,X,30_0,1668.0,30.0
408,Suma,orang,F,X,30_1,3192.5,52.0
409,Suma,orang,F,X,31_0,4106.5,50.0
410,Suma,orang,F,X,31_1,21199.5,45.0
411,Suma,orang,F,X,32_0,7882.5,44.0
412,Suma,orang,F,X,32_1,6353.5,47.0
413,Suma,orang,F,X,33_0,22965.0,74.0
414,Suma,orang,F,X,34_0,7666.5,27.0
415,Suma,orang,F,X,4_0,3750.0,25.0
416,Suma,orang,F,X,5_0,296.5,8.0
417,Suma,orang,F,X,6_0,3856.5,43.0
418,Suma,orang,F,X,8_0,12706.0,51.0
419,Suma,orang,F,X,9_0,3777.0,64.0
420,Banjo,gorilla,M,Y,AMELY,27570.5,11.0
421,Banjo,gorilla,M,Y,BPY2,12540.5,25.0
422,Banjo,gorilla,M,Y,CDY,8507.5,54.0
423,Banjo,gorilla,M,Y,DAZ,61368.0,18.0
424,Banjo,gorilla,M,Y,DBY,10644.5,11.0
425,Banjo,gorilla,M,Y,EIF1AY,10584.0,13.0
426,Banjo,gorilla,M,Y,HSFY,24362.5,33.0
427,Banjo,gorilla,M,Y,KDM5D,22488.5,12.0
428,Banjo,gorilla,M,Y,NLGN4Y,169201.5,11.0
429,Banjo,gorilla,M,Y,PCDH11Y,365762.5,4.0
430,Banjo,gorilla,M,Y,PRKY,56337.0,7.0
431,Banjo,gorilla,M,Y,PRY,17044.5,17.0
432,Banjo,gorilla,M,Y,RBMY1A1,14100.0,47.0
433,Banjo,gorilla,M,Y,RPS4Y1,15077.0,11.0
434,Banjo,gorilla,M,Y,RPS4Y2,14868.0,10.0
435,Banjo,gorilla,M,Y,SRY,2415.0,15.0
436,Banjo,gorilla,M,Y,TBL1Y,119071.5,10.0
437,Banjo,gorilla,M,Y,TMSB4Y,3412.0,9.0
438,Banjo,gorilla,M,Y,TSPY,12518.0,20.0
439,Banjo,gorilla,M,Y,TXLNGY,23403.5,12.0
440,Banjo,gorilla,M,Y,USP9Y,81891.5,13.0
441,Banjo,gorilla,M,Y,UTY,124658.5,12.0
442,Banjo,gorilla,M,Y,VCY,844.5,4.0
443,Banjo,gorilla,M,Y,XKRY,3385.0,9.0
444,Banjo,gorilla,M,Y,ZFY,27793.0,12.0
445,Banjo,gorilla,M,Y,chrX,80487886.0,16.0
446,Banjo,gorilla,M,Y,chrY.background,900373.5,9.0
447,Buschi,orang,M,Y,AMELY,36476.0,3.0
448,Buschi,orang,M,Y,BPY2,11723.5,10.0
449,Buschi,orang,M,Y,CDY,3959.0,12.0
450,Buschi,orang,M,Y,DAZ,62056.0,9.0
451,Buschi,orang,M,Y,DBY,12839.0,5.0
452,Buschi,orang,M,Y,EIF1AY,11453.5,4.0
453,Buschi,orang,M,Y,HSFY,18249.0,10.0
454,Buschi,orang,M,Y,KDM5D,24686.0,4.0
455,Buschi,orang,M,Y,NLGN4Y,211602.5,3.0
456,Buschi,orang,M,Y,PCDH11Y,374080.0,2.0
457,Buschi,orang,M,Y,PRKY,70731.5,2.5
458,Buschi,orang,M,Y,PRY,8298.5,2.0
459,Buschi,orang,M,Y,RBMY1A1,15464.0,4.0
460,Buschi,orang,M,Y,RPS4Y1,16135.5,4.0
461,Buschi,orang,M,Y,RPS4Y2,13862.5,3.0
462,Buschi,orang,M,Y,SRY,2466.5,4.0
463,Buschi,orang,M,Y,TBL1Y,102479.0,3.0
464,Buschi,orang,M,Y,TGIF2LY,4039.0,2.0
465,Buschi,orang,M,Y,TMSB4Y,3341.5,3.0
466,Buschi,orang,M,Y,TSPY,17182.5,3.0
467,Buschi,orang,M,Y,TXLNGY,26893.5,3.0
468,Buschi,orang,M,Y,USP9Y,84661.5,4.0
469,Buschi,orang,M,Y,UTY,128607.0,4.0
470,Buschi,orang,M,Y,VCY,4007.5,1.0
471,Buschi,orang,M,Y,XKRY,3288.0,11.0
472,Buschi,orang,M,Y,ZFY,31830.0,5.0
473,Buschi,orang,M,Y,chrX,82188879.5,6.0
474,Buschi,orang,M,Y,chrY.background,510941.0,3.0
475,Carl,chimp,M,Y,AMELY,28955.0,11.0
476,Carl,chimp,M,Y,BPY2,12647.0,27.0
477,Carl,chimp,M,Y,CDY,7807.0,47.0
478,Carl,chimp,M,Y,DAZ,58230.5,44.0
479,Carl,chimp,M,Y,DBY,10671.0,11.0
480,Carl,chimp,M,Y,EIF1AY,10452.0,13.0
481,Carl,chimp,M,Y,HSFY,4912.5,4.0
482,Carl,chimp,M,Y,KDM5D,21680.0,13.0
483,Carl,chimp,M,Y,NLGN4Y,159300.0,11.0
484,Carl,chimp,M,Y,PCDH11Y,368305.5,4.0
485,Carl,chimp,M,Y,PRKY,53649.0,8.0
486,Carl,chimp,M,Y,PRY,23027.0,44.0
487,Carl,chimp,M,Y,RBMY1A1,14823.5,86.0
488,Carl,chimp,M,Y,RPS4Y1,14576.0,11.0
489,Carl,chimp,M,Y,RPS4Y2,14643.5,11.0
490,Carl,chimp,M,Y,SRY,2454.0,12.0
491,Carl,chimp,M,Y,TBL1Y,94997.0,13.0
492,Carl,chimp,M,Y,TGIF2LY,3910.5,1.0
493,Carl,chimp,M,Y,TMSB4Y,2820.5,12.0
