,ind,species,sex,chrom,gene,pos,count
117,Mutasi,gorilla,F,X,34_0,7691.5,69.0
118,Mutasi,gorilla,F,X,4_0,5314.5,13.0
119,Mutasi,gorilla,F,X,5_0,417.5,16.0
120,Mutasi,gorilla,F,X,6_0,3672.5,194.0
121,Mutasi,gorilla,F,X,8_0,12448.0,67.0
122,Mutasi,gorilla,F,X,9_0,3741.0,63.0
123,Suma,orang,F,X,DMD,904864.5,25.0
124,Suma,orang,F,X,10_0,6396.5,24.0
125,Suma,orang,F,X,10_1,6114.5,64.0
126,Suma,orang,F,X,11_0,13065.0,76.0
127,Suma,orang,F,X,12_0,11387.5,16.0
128,Suma,orang,F,X,13_0,18345.0,38.0
129,Suma,orang,F,X,14_0,56331.5,61.0
130,Suma,orang,F,X,14_1,5141.5,63.0
131,Suma,orang,F,X,16_0,2343.0,63.0
132,Suma,orang,F,X,17_0,1135.0,26.0
133,Suma,orang,F,X,17_1,67676.0,55.0
134,Suma,orang,F,X,18_0,1435.0,27.0
135,Suma,orang,F,X,18_1,1841.5,26.0
136,Suma,orang,F,X,21_0,783.0,555.0
137,Suma,orang,F,X,23_0,26499.5,29.0
138,Suma,orang,F,X,24_0,1387.5,22.0
139,Suma,orang,F,X,25_0,7509.5,23.0
140,Suma,orang,F,X,26_0,3908.5,27.0
141,Suma,orang,F,X,27_0,7999.5,51.0
142,Suma,orang,F,X,29_0,3936.0,39.0
143,Suma,orang,F,X,29_1,2615.0,86.0
144,Suma,orang,F,X,29_2,1497.0,38.0
145,Suma,orang,F,X,30_0,1668.0,30.0
146,Suma,orang,F,X,30_1,3192.5,52.0
147,Suma,orang,F,X,31_0,4106.5,50.0
148,Suma,orang,F,X,31_1,21199.5,45.0
149,Suma,orang,F,X,32_0,7882.5,44.0
150,Suma,orang,F,X,32_1,6353.5,47.0
151,Suma,orang,F,X,33_0,22965.0,74.0
152,Suma,orang,F,X,34_0,7666.5,27.0
153,Suma,orang,F,X,4_0,3750.0,25.0
154,Suma,orang,F,X,5_0,296.5,8.0
155,Suma,orang,F,X,6_0,3856.5,43.0
156,Suma,orang,F,X,8_0,12706.0,51.0
157,Suma,orang,F,X,9_0,3777.0,64.0
158,Banjo,gorilla,M,Y,AMELY,27570.5,11.0
159,Banjo,gorilla,M,Y,BPY2,12540.5,25.0
160,Banjo,gorilla,M,Y,CDY,8507.5,54.0
161,Banjo,gorilla,M,Y,DAZ,61368.0,18.0
162,Banjo,gorilla,M,Y,DBY,10644.5,11.0
163,Banjo,gorilla,M,Y,EIF1AY,10584.0,13.0
164,Banjo,gorilla,M,Y,HSFY,24362.5,33.0
165,Banjo,gorilla,M,Y,KDM5D,22488.5,12.0
166,Banjo,gorilla,M,Y,NLGN4Y,169201.5,11.0
167,Banjo,gorilla,M,Y,PCDH11Y,365762.5,4.0
168,Banjo,gorilla,M,Y,PRKY,56337.0,7.0
169,Banjo,gorilla,M,Y,PRY,17044.5,17.0
170,Banjo,gorilla,M,Y,RBMY1A1,14100.0,47.0
171,Banjo,gorilla,M,Y,RPS4Y1,15077.0,11.0
172,Banjo,gorilla,M,Y,RPS4Y2,14868.0,10.0
173,Banjo,gorilla,M,Y,SRY,2415.0,15.0
174,Banjo,gorilla,M,Y,TBL1Y,119071.5,10.0
175,Banjo,gorilla,M,Y,TMSB4Y,3412.0,9.0
176,Banjo,gorilla,M,Y,TSPY,12518.0,20.0
177,Banjo,gorilla,M,Y,TXLNGY,23403.5,12.0
178,Banjo,gorilla,M,Y,USP9Y,81891.5,13.0
179,Banjo,gorilla,M,Y,UTY,124658.5,12.0
180,Banjo,gorilla,M,Y,VCY,844.5,4.0
181,Banjo,gorilla,M,Y,XKRY,3385.0,9.0
182,Banjo,gorilla,M,Y,ZFY,27793.0,12.0
183,Banjo,gorilla,M,Y,chrX,80487886.0,16.0
184,Banjo,gorilla,M,Y,chrY.background,900373.5,9.0
185,Buschi,orang,M,Y,AMELY,36476.0,3.0
186,Buschi,orang,M,Y,BPY2,11723.5,10.0
187,Buschi,orang,M,Y,CDY,3959.0,12.0
188,Buschi,orang,M,Y,DAZ,62056.0,9.0
189,Buschi,orang,M,Y,DBY,12839.0,5.0
190,Buschi,orang,M,Y,EIF1AY,11453.5,4.0
191,Buschi,orang,M,Y,HSFY,18249.0,10.0
192,Buschi,orang,M,Y,KDM5D,24686.0,4.0
193,Buschi,orang,M,Y,NLGN4Y,211602.5,3.0
194,Buschi,orang,M,Y,PCDH11Y,374080.0,2.0
195,Buschi,orang,M,Y,PRKY,70731.5,2.5
196,Buschi,orang,M,Y,PRY,8298.5,2.0
197,Buschi,orang,M,Y,RBMY1A1,15464.0,4.0
198,Buschi,orang,M,Y,RPS4Y1,16135.5,4.0
199,Buschi,orang,M,Y,RPS4Y2,13862.5,3.0
200,Buschi,orang,M,Y,SRY,2466.5,4.0
201,Buschi,orang,M,Y,TBL1Y,102479.0,3.0
202,Buschi,orang,M,Y,TGIF2LY,4039.0,2.0
203,Buschi,orang,M,Y,TMSB4Y,3341.5,3.0
204,Buschi,orang,M,Y,TSPY,17182.5,3.0
205,Buschi,orang,M,Y,TXLNGY,26893.5,3.0
206,Buschi,orang,M,Y,USP9Y,84661.5,4.0
207,Buschi,orang,M,Y,UTY,128607.0,4.0
208,Buschi,orang,M,Y,VCY,4007.5,1.0
209,Buschi,orang,M,Y,XKRY,3288.0,11.0
210,Buschi,orang,M,Y,ZFY,31830.0,5.0
211,Buschi,orang,M,Y,chrX,82188879.5,6.0
212,Buschi,orang,M,Y,chrY.background,510941.0,3.0
213,Mimi,gorilla,F,X,DMD,1006414.0,28.0
214,Mimi,gorilla,F,X,10_0,5559.0,37.0
215,Mimi,gorilla,F,X,10_1,5695.0,58.0
216,Mimi,gorilla,F,X,11_0,13315.0,66.0
217,Mimi,gorilla,F,X,12_0,29468.5,63.0
218,Mimi,gorilla,F,X,13_0,47462.0,15.0
219,Mimi,gorilla,F,X,14_0,57356.5,58.0
220,Mimi,gorilla,F,X,14_1,5027.0,45.0
221,Mimi,gorilla,F,X,16_0,2335.0,47.0
222,Mimi,gorilla,F,X,17_0,1025.0,21.0
223,Mimi,gorilla,F,X,17_1,63709.5,61.0
224,Mimi,gorilla,F,X,18_0,1276.0,34.0
225,Mimi,gorilla,F,X,18_1,1761.0,19.0
226,Mimi,gorilla,F,X,21_0,563.0,219.0
227,Mimi,gorilla,F,X,23_0,24215.0,56.0
228,Mimi,gorilla,F,X,24_0,1706.0,104.0
229,Mimi,gorilla,F,X,25_0,7637.5,34.0
230,Mimi,gorilla,F,X,26_0,4282.5,79.0
231,Mimi,gorilla,F,X,27_0,8546.5,127.0
232,Mimi,gorilla,F,X,29_0,4127.5,38.0
233,Mimi,gorilla,F,X,29_1,2774.5,31.0
234,Mimi,gorilla,F,X,29_2,1338.5,32.0
235,Mimi,gorilla,F,X,30_0,1851.0,28.0
236,Mimi,gorilla,F,X,30_1,3191.5,56.0
237,Mimi,gorilla,F,X,31_0,4280.5,29.0
238,Mimi,gorilla,F,X,31_1,21866.5,48.0
239,Mimi,gorilla,F,X,32_0,7446.5,43.0
240,Mimi,gorilla,F,X,32_1,5987.5,27.0
241,Mimi,gorilla,F,X,33_0,23681.5,67.0
242,Mimi,gorilla,F,X,34_0,7611.0,52.0
243,Mimi,gorilla,F,X,4_0,5065.5,14.0
244,Mimi,gorilla,F,X,5_0,395.0,7.0
245,Mimi,gorilla,F,X,6_0,3696.0,251.0
246,Mimi,gorilla,F,X,8_0,12453.5,61.0
247,Mimi,gorilla,F,X,9_0,3741.0,36.0
248,Masala,orang,L,Y,AMELY,35236.0,5.0
249,Masala,orang,L,Y,BPY2,11751.5,14.0
250,Masala,orang,L,Y,CDY,4058.0,21.0
251,Masala,orang,L,Y,DAZ,62265.0,13.0
252,Masala,orang,L,Y,DBY,12530.5,8.0
253,Masala,orang,L,Y,EIF1AY,10788.0,6.0
254,Masala,orang,L,Y,HSFY,18222.5,19.0
255,Masala,orang,L,Y,KDM5D,24851.0,6.0
256,Masala,orang,L,Y,NLGN4Y,211861.0,4.0
257,Masala,orang,L,Y,PCDH11Y,374080.5,3.0
258,Masala,orang,L,Y,PRKY,70793.0,2.0
259,Masala,orang,L,Y,PRY,6694.0,4.0
260,Masala,orang,L,Y,RBMY1A1,15389.5,4.0
261,Masala,orang,L,Y,RPS4Y1,16147.0,4.0
262,Masala,orang,L,Y,RPS4Y2,13893.5,4.0
263,Masala,orang,L,Y,SRY,2822.0,7.0
264,Masala,orang,L,Y,TBL1Y,100537.0,5.0
265,Masala,orang,L,Y,TGIF2LY,4058.5,1.0
266,Masala,orang,L,Y,TMSB4Y,3273.0,3.0
267,Masala,orang,L,Y,TSPY,15202.0,11.0
268,Masala,orang,L,Y,TXLNGY,27253.0,5.0
269,Masala,orang,L,Y,USP9Y,86367.5,7.0
270,Masala,orang,L,Y,UTY,131013.0,6.0
271,Masala,orang,L,Y,VCY,4005.5,4.0
272,Masala,orang,L,Y,XKRY,3282.0,29.0
273,Masala,orang,L,Y,ZFY,31744.0,7.0
274,Masala,orang,L,Y,chrX,82191481.0,10.0
275,Masala,orang,L,Y,chrY.background,511484.0,4.0
276,Carl,chimp,M,X,DMD,1017124.0,13.0
277,Carl,chimp,M,X,10_0,5531.5,19.0
278,Carl,chimp,M,X,10_1,5626.5,29.0
279,Carl,chimp,M,X,11_0,13409.0,35.0
280,Carl,chimp,M,X,12_0,29014.5,29.0
281,Carl,chimp,M,X,13_0,28393.0,30.0
282,Carl,chimp,M,X,14_0,56906.5,31.0
283,Carl,chimp,M,X,14_1,5032.5,25.0
284,Carl,chimp,M,X,16_0,2336.0,26.0
285,Carl,chimp,M,X,17_0,1020.0,12.0
286,Carl,chimp,M,X,17_1,70097.0,33.0
287,Carl,chimp,M,X,18_0,1234.0,15.0
288,Carl,chimp,M,X,18_1,1730.0,16.0
289,Carl,chimp,M,X,21_0,585.5,507.0
290,Carl,chimp,M,X,23_0,24359.5,31.0
291,Carl,chimp,M,X,24_0,1594.5,15.0
292,Carl,chimp,M,X,25_0,7655.0,17.0
293,Carl,chimp,M,X,26_0,4194.5,48.0
294,Carl,chimp,M,X,27_0,8620.5,29.0
295,Carl,chimp,M,X,29_0,3607.0,18.0
296,Carl,chimp,M,X,29_1,2793.0,43.0
297,Carl,chimp,M,X,29_2,1376.5,14.0
298,Carl,chimp,M,X,30_0,1717.0,15.0
299,Carl,chimp,M,X,30_1,3085.5,44.0
300,Carl,chimp,M,X,31_0,4253.5,28.0
301,Carl,chimp,M,X,31_1,22240.0,28.0
302,Carl,chimp,M,X,32_0,7524.5,26.0
303,Carl,chimp,M,X,32_1,5828.0,30.0
304,Carl,chimp,M,X,33_0,23633.5,31.0
305,Carl,chimp,M,X,34_0,7616.0,30.0
306,Carl,chimp,M,X,4_0,4808.0,7.0
307,Carl,chimp,M,X,5_0,420.5,4.0
308,Carl,chimp,M,X,6_0,3686.5,78.0
309,Carl,chimp,M,X,8_0,12275.5,32.0
310,Carl,chimp,M,X,9_0,3717.0,23.0
311,Simliki,chimp,F,Y,AMELY,30063.0,1.0
312,Simliki,chimp,F,Y,DAZ,52599.0,2.0
313,Simliki,chimp,F,Y,NLGN4Y,73942.5,1.0
314,Simliki,chimp,F,Y,PCDH11Y,368626.0,8.0
315,Simliki,chimp,F,Y,PRKY,41736.0,3.0
316,Simliki,chimp,F,Y,TBL1Y,52320.0,6.0
317,Simliki,chimp,F,Y,TGIF2LY,3858.5,1.0
318,Simliki,chimp,F,Y,TXLNGY,18632.5,1.0
319,Simliki,chimp,F,Y,USP9Y,92536.0,1.0
320,Simliki,chimp,F,Y,UTY,199132.0,4.0
321,Simliki,chimp,F,Y,VCY,1787.5,5.0
322,Simliki,chimp,F,Y,ZFY,43938.5,1.0
323,Simliki,chimp,F,Y,chrX,80251609.0,37.0
324,Simliki,chimp,F,Y,chrY.background,409103.0,2.0
325,Simliki,chimp,F,Y,BPY2    0   0,,
326,Simliki,chimp,F,Y,CDY 0   0,,
327,Simliki,chimp,F,Y,PRY    0    0     ,,
328,Simliki,chimp,F,Y,RBMY1A1 0   0,,
329,Simliki,chimp,F,Y,TSPY    0   0,,
330,Mimi,gorilla,F,Y,AMELY,34228.0,1.0
331,Mimi,gorilla,F,Y,BPY2,14398.5,1.0
332,Mimi,gorilla,F,Y,CDY,12082.5,1.0
333,Mimi,gorilla,F,Y,DAZ,54418.5,1.0
334,Mimi,gorilla,F,Y,DBY,10640.5,1.0
335,Mimi,gorilla,F,Y,EIF1AY,11036.5,1.0
336,Mimi,gorilla,F,Y,HSFY,20695.5,1.0
337,Mimi,gorilla,F,Y,KDM5D,11427.5,1.0
338,Mimi,gorilla,F,Y,NLGN4Y,170302.0,1.0
339,Mimi,gorilla,F,Y,PCDH11Y,361153.0,6.0
340,Mimi,gorilla,F,Y,PRKY,62534.5,2.0
341,Mimi,gorilla,F,Y,PRY,19928.5,1.0
342,Mimi,gorilla,F,Y,RBMY1A1,8498.0,1.0
343,Mimi,gorilla,F,Y,RPS4Y1,21844.5,1.0
344,Mimi,gorilla,F,Y,RPS4Y2,17188.5,1.0
345,Mimi,gorilla,F,Y,SRY,2651.0,1.0
346,Mimi,gorilla,F,Y,TBL1Y,100278.5,1.0
347,Mimi,gorilla,F,Y,TGIF2LY,3863.5,1.0
348,Mimi,gorilla,F,Y,TMSB4Y,5284.0,1.0
349,Mimi,gorilla,F,Y,TSPY,15966.0,2.5
350,Mimi,gorilla,F,Y,TXLNGY,14064.5,1.0
351,Mimi,gorilla,F,Y,USP9Y,77446.5,1.0
352,Mimi,gorilla,F,Y,UTY,129533.0,1.0
353,Mimi,gorilla,F,Y,VCY,1261.5,1.0
354,Mimi,gorilla,F,Y,XKRY,3024.5,1.0
355,Mimi,gorilla,F,Y,ZFY,37361.0,1.0
356,Mimi,gorilla,F,Y,chrX,80507385.5,30.0
357,Mimi,gorilla,F,Y,chrY.background,665768.5,1.0
358,Masala,orang,L,X,DMD,885812.0,9.0
359,Masala,orang,L,X,10_0,6317.0,7.0
360,Masala,orang,L,X,10_1,6085.5,21.0
361,Masala,orang,L,X,11_0,13037.0,24.0
362,Masala,orang,L,X,12_0,11374.0,8.0
363,Masala,orang,L,X,13_0,17634.5,12.0
364,Masala,orang,L,X,14_0,56619.0,20.0
365,Masala,orang,L,X,14_1,5177.0,19.0
366,Masala,orang,L,X,16_0,2347.5,18.0
367,Masala,orang,L,X,17_0,1347.0,12.0
368,Masala,orang,L,X,17_1,67875.5,18.0
369,Masala,orang,L,X,18_0,1447.5,10.0
370,Masala,orang,L,X,18_1,1914.5,9.0
371,Masala,orang,L,X,21_0,835.5,326.5
372,Masala,orang,L,X,23_0,26518.0,10.0
373,Masala,orang,L,X,24_0,1397.5,12.0
374,Masala,orang,L,X,25_0,7637.5,8.0
375,Masala,orang,L,X,26_0,3737.0,9.0
376,Masala,orang,L,X,27_0,8146.0,17.0
377,Masala,orang,L,X,29_0,3832.0,12.0
378,Masala,orang,L,X,29_1,2607.5,27.0
379,Masala,orang,L,X,29_2,1483.0,13.0
380,Masala,orang,L,X,30_0,1643.5,12.0
381,Masala,orang,L,X,30_1,3220.5,16.0
382,Masala,orang,L,X,31_0,4241.5,15.0
383,Masala,orang,L,X,31_1,21557.0,14.0
384,Masala,orang,L,X,32_0,7892.5,14.0
385,Masala,orang,L,X,32_1,6337.5,15.0
386,Masala,orang,L,X,33_0,22561.0,23.0
387,Masala,orang,L,X,34_0,7744.5,8.0
388,Masala,orang,L,X,4_0,3719.0,11.0
389,Masala,orang,L,X,5_0,249.5,1.0
390,Masala,orang,L,X,6_0,3763.0,14.0
391,Masala,orang,L,X,8_0,12695.0,16.0
392,Masala,orang,L,X,9_0,3818.0,19.0
393,Suma,orang,F,Y,AMELY,34664.5,1.0
394,Suma,orang,F,Y,DAZ,54222.0,1.0
395,Suma,orang,F,Y,KDM5D,27852.5,1.0
396,Suma,orang,F,Y,NLGN4Y,73887.0,2.0
397,Suma,orang,F,Y,PCDH11Y,368238.5,8.0
398,Suma,orang,F,Y,PRKY,46942.0,6.0
399,Suma,orang,F,Y,PRY,34666.5,4.0
400,Suma,orang,F,Y,RBMY1A1,10089.5,1.0
401,Suma,orang,F,Y,TBL1Y,52803.0,13.0
402,Suma,orang,F,Y,TGIF2LY,4052.0,8.0
403,Suma,orang,F,Y,TXLNGY,18970.0,2.0
404,Suma,orang,F,Y,USP9Y,151539.5,1.0
405,Suma,orang,F,Y,UTY,224190.0,7.0
406,Suma,orang,F,Y,ZFY,44551.5,1.0
407,Suma,orang,F,Y,chrX,82182743.5,31.0
408,Suma,orang,F,Y,chrY.background,581172.0,1.0
409,Mawenzi,gorilla,F,X,DMD,998497.0,25.0
410,Mawenzi,gorilla,F,X,10_0,5428.5,40.0
411,Mawenzi,gorilla,F,X,10_1,5608.5,66.0
412,Mawenzi,gorilla,F,X,11_0,13335.0,67.0
413,Mawenzi,gorilla,F,X,12_0,29534.5,60.0
414,Mawenzi,gorilla,F,X,13_0,48144.5,17.0
415,Mawenzi,gorilla,F,X,14_0,57507.5,60.0
416,Mawenzi,gorilla,F,X,14_1,4998.5,56.0
417,Mawenzi,gorilla,F,X,16_0,2331.5,62.0
418,Mawenzi,gorilla,F,X,17_0,1013.5,26.0
419,Mawenzi,gorilla,F,X,17_1,63138.5,61.0
420,Mawenzi,gorilla,F,X,18_0,1271.0,36.0
421,Mawenzi,gorilla,F,X,18_1,1759.0,22.0
422,Mawenzi,gorilla,F,X,21_0,520.0,436.0
423,Mawenzi,gorilla,F,X,23_0,24263.0,58.0
424,Mawenzi,gorilla,F,X,24_0,1711.0,149.0
425,Mawenzi,gorilla,F,X,25_0,7691.0,33.0
426,Mawenzi,gorilla,F,X,26_0,4265.0,80.0
427,Mawenzi,gorilla,F,X,27_0,8493.0,126.0
428,Mawenzi,gorilla,F,X,29_0,4125.0,46.0
429,Mawenzi,gorilla,F,X,29_1,2819.5,41.0
430,Mawenzi,gorilla,F,X,29_2,1386.5,46.0
431,Mawenzi,gorilla,F,X,30_0,1815.5,38.0
432,Mawenzi,gorilla,F,X,30_1,3199.0,55.0
433,Mawenzi,gorilla,F,X,31_0,4334.0,47.0
434,Mawenzi,gorilla,F,X,31_1,21937.0,52.0
435,Mawenzi,gorilla,F,X,32_0,7478.0,55.0
436,Mawenzi,gorilla,F,X,32_1,5982.5,46.0
437,Mawenzi,gorilla,F,X,33_0,23683.0,65.0
438,Mawenzi,gorilla,F,X,34_0,7690.5,61.0
439,Mawenzi,gorilla,F,X,4_0,5086.0,14.0
440,Mawenzi,gorilla,F,X,5_0,403.0,12.0
441,Mawenzi,gorilla,F,X,6_0,3687.0,227.0
442,Mawenzi,gorilla,F,X,8_0,12342.0,67.0
443,Mawenzi,gorilla,F,X,9_0,3747.0,57.0
444,Carolina,chimp,F,X,DMD,1019264.0,18.0
445,Carolina,chimp,F,X,10_0,5443.0,28.0
446,Carolina,chimp,F,X,10_1,5613.5,38.0
447,Carolina,chimp,F,X,11_0,13423.0,41.0
448,Carolina,chimp,F,X,12_0,29021.5,42.0
449,Carolina,chimp,F,X,13_0,28271.0,36.0
450,Carolina,chimp,F,X,14_0,56821.0,38.0
451,Carolina,chimp,F,X,14_1,4996.5,32.0
452,Carolina,chimp,F,X,16_0,2351.5,31.0
453,Carolina,chimp,F,X,17_0,1005.0,11.0
454,Carolina,chimp,F,X,17_1,70129.0,41.0
455,Carolina,chimp,F,X,18_0,1220.0,21.0
456,Carolina,chimp,F,X,18_1,1724.5,19.0
457,Carolina,chimp,F,X,21_0,586.5,499.0
458,Carolina,chimp,F,X,23_0,24279.5,45.0
459,Carolina,chimp,F,X,24_0,1600.5,18.0
460,Carolina,chimp,F,X,25_0,7620.5,23.0
461,Carolina,chimp,F,X,26_0,4216.5,61.0
462,Carolina,chimp,F,X,27_0,8598.0,35.0
463,Carolina,chimp,F,X,29_0,3642.0,17.0
464,Carolina,chimp,F,X,29_1,2763.5,38.0
465,Carolina,chimp,F,X,29_2,1460.5,14.0
466,Carolina,chimp,F,X,30_0,1723.5,16.0
467,Carolina,chimp,F,X,30_1,3058.0,45.0
468,Carolina,chimp,F,X,31_0,4295.0,28.0
469,Carolina,chimp,F,X,31_1,22261.5,29.0
470,Carolina,chimp,F,X,32_0,7529.0,31.0
471,Carolina,chimp,F,X,32_1,5816.5,31.0
472,Carolina,chimp,F,X,33_0,23590.5,40.0
473,Carolina,chimp,F,X,34_0,7697.5,35.0
474,Carolina,chimp,F,X,4_0,4615.0,8.0
475,Carolina,chimp,F,X,5_0,461.0,6.0
476,Carolina,chimp,F,X,6_0,3686.0,108.0
477,Carolina,chimp,F,X,8_0,12274.5,38.0
478,Carolina,chimp,F,X,9_0,3707.5,28.0
479,Mutasi,gorilla,F,Y,AMELY,12867.0,4.0
480,Mutasi,gorilla,F,Y,DAZ,55475.0,1.0
481,Mutasi,gorilla,F,Y,EIF1AY,15427.0,4.0
482,Mutasi,gorilla,F,Y,NLGN4Y,73729.5,1.0
483,Mutasi,gorilla,F,Y,PCDH11Y,364694.0,6.0
484,Mutasi,gorilla,F,Y,PRKY,69655.5,5.0
